transaction_id,store_name,product_name,product_category,total_price,age_group
T495,Store_6,Product_I,Clothing,192.86,60+
T1906,Store_10,Product_E,Electronics,157.23,26-40
T648,Store_8,Product_H,Home,127.68,26-40
T288,Store_9,Product_E,Toys,50.17,41-60
T1175,Store_5,Product_C,Toys,37.77,60+
T756,Store_8,Product_C,Toys,16.17,41-60
T335,Store_8,Product_I,Clothing,297.1,60+
T822,Store_8,Product_D,Toys,250.17,41-60
T454,Store_10,Product_E,Home,66.92,60+
T1264,Store_10,Product_I,Clothing,231.11,60+
T501,Store_9,Product_J,Toys,285.29,26-40
T1994,Store_10,Product_I,Electronics,37.2,26-40
T1322,Store_7,Product_E,Home,223.57,41-60
T1766,Store_2,Product_G,Clothing,82.88,18-25
T333,Store_6,Product_D,Home,263.57,18-25
T461,Store_6,Product_I,Electronics,145.2,18-25
T658,Store_1,Product_C,Electronics,267.64,26-40
T1466,Store_3,Product_H,Clothing,77.71,26-40
T1217,Store_7,Product_H,Groceries,67.27,26-40
T507,Store_7,Product_H,Clothing,274.67,26-40
T1539,Store_7,Product_G,Clothing,100.68,60+
T181,Store_6,Product_G,Home,129.46,60+
T1475,Store_1,Product_B,Toys,266.94,60+
T67,Store_9,Product_A,Groceries,67.11,41-60
T1530,Store_6,Product_B,Home,265.96,18-25
T1636,Store_4,Product_B,Home,265.58,41-60
T1979,Store_9,Product_E,Clothing,185.09,26-40
T912,Store_3,Product_D,Electronics,31.1,60+
T952,Store_1,Product_F,Groceries,299.91,41-60
T175,Store_5,Product_B,Groceries,220.25,60+
T1686,Store_8,Product_A,Groceries,146.81,18-25
T1657,Store_10,Product_G,Electronics,20.24,26-40
T1330,Store_3,Product_C,Groceries,185.05,18-25
T832,Store_10,Product_A,Clothing,96.9,60+
T637,Store_5,Product_A,Groceries,263.29,18-25
T846,Store_6,Product_A,Electronics,191.93,18-25
T723,Store_2,Product_I,Electronics,42.48,60+
T338,Store_4,Product_I,Groceries,77.06,60+
T690,Store_10,Product_A,Electronics,284.87,41-60
T389,Store_5,Product_B,Electronics,54.15,26-40
T742,Store_10,Product_J,Clothing,184.44,41-60
T721,Store_1,Product_B,Toys,294.67,18-25
T807,Store_2,Product_D,Clothing,203.75,41-60
T711,Store_10,Product_J,Clothing,10.86,41-60
T795,Store_7,Product_A,Groceries,89.04,41-60
T113,Store_2,Product_J,Electronics,155.51,60+
T748,Store_6,Product_D,Home,143.98,41-60
T1482,Store_4,Product_C,Toys,159.6,18-25
T1089,Store_9,Product_C,Electronics,185.98,60+
T337,Store_8,Product_E,Groceries,58.94,60+
T721,Store_5,Product_A,Clothing,228.75,26-40
T514,Store_10,Product_I,Electronics,269.22,60+
T1774,Store_7,Product_J,Groceries,168.11,26-40
T296,Store_1,Product_E,Toys,104.26,26-40
T1801,Store_6,Product_B,Toys,292.95,41-60
T1626,Store_1,Product_D,Clothing,139.17,41-60
T1024,Store_9,Product_G,Toys,201.54,60+
T985,Store_3,Product_C,Clothing,122.4,60+
T1331,Store_2,Product_I,Clothing,168.81,26-40
T486,Store_9,Product_J,Toys,138.65,41-60
T1645,Store_2,Product_E,Home,55.58,18-25
T1447,Store_6,Product_A,Toys,284.64,60+
T1889,Store_9,Product_B,Groceries,175.66,18-25
T913,Store_3,Product_I,Groceries,112.43,60+
T1145,Store_5,Product_A,Groceries,216.15,26-40
T1215,Store_9,Product_G,Electronics,190.12,18-25
T1837,Store_5,Product_J,Toys,135.79,60+
T1629,Store_9,Product_F,Home,187.63,41-60
T682,Store_8,Product_H,Clothing,90.28,26-40
T860,Store_4,Product_B,Toys,33.88,26-40
T979,Store_10,Product_A,Clothing,283.65,41-60
T1778,Store_5,Product_H,Toys,124.54,26-40
T950,Store_1,Product_I,Clothing,156.45,41-60
T365,Store_1,Product_D,Groceries,57.24,18-25
T1087,Store_5,Product_J,Electronics,7.81,60+
T1980,Store_6,Product_H,Electronics,151.79,18-25
T210,Store_3,Product_C,Electronics,92.47,60+
T58,Store_2,Product_D,Toys,199.03,18-25
T1335,Store_2,Product_A,Electronics,108.93,60+
T314,Store_8,Product_E,Toys,136.12,18-25
T1140,Store_6,Product_I,Groceries,48.65,41-60
T1828,Store_2,Product_I,Clothing,176.44,18-25
T1697,Store_4,Product_D,Home,177.41,26-40
T1004,Store_5,Product_J,Groceries,271.19,60+
T985,Store_10,Product_A,Home,56.19,26-40
T416,Store_10,Product_E,Toys,220.08,41-60
T979,Store_9,Product_H,Toys,23.17,41-60
T674,Store_10,Product_J,Groceries,203.15,60+
T711,Store_10,Product_I,Home,212.58,60+
T32,Store_10,Product_E,Groceries,149.76,41-60
T1818,Store_3,Product_E,Toys,188.2,41-60
T1166,Store_9,Product_F,Toys,244.24,41-60
T1048,Store_6,Product_C,Groceries,234.34,60+
T964,Store_8,Product_B,Clothing,63.72,26-40
T1986,Store_7,Product_A,Electronics,152.88,26-40
T133,Store_2,Product_B,Home,39.07,26-40
T1851,Store_1,Product_B,Clothing,286.99,41-60
T848,Store_8,Product_A,Electronics,152.91,41-60
T1154,Store_1,Product_E,Electronics,264.37,41-60
T893,Store_7,Product_E,Clothing,151.41,18-25
T1099,Store_1,Product_E,Clothing,78.14,26-40
T1333,Store_6,Product_F,Toys,174.61,60+
T1573,Store_4,Product_G,Groceries,299.25,60+
T13,Store_3,Product_B,Groceries,190.13,18-25
T1686,Store_1,Product_B,Toys,25.7,41-60
T1858,Store_4,Product_A,Groceries,76.55,26-40
T1295,Store_8,Product_E,Electronics,172.89,60+
T192,Store_9,Product_J,Groceries,235.63,18-25
T1982,Store_4,Product_E,Clothing,206.31,41-60
T1260,Store_4,Product_C,Clothing,279.78,60+
T1708,Store_4,Product_E,Clothing,62.93,26-40
T1507,Store_2,Product_B,Home,188.09,18-25
T371,Store_1,Product_I,Home,268.73,60+
T1876,Store_8,Product_B,Toys,48.03,41-60
T1027,Store_10,Product_C,Clothing,153.01,41-60
T1201,Store_9,Product_F,Electronics,259.76,60+
T1892,Store_7,Product_D,Electronics,46.0,18-25
T666,Store_6,Product_A,Electronics,194.85,41-60
T1191,Store_4,Product_B,Toys,176.56,41-60
T1060,Store_2,Product_E,Toys,126.0,18-25
T1360,Store_1,Product_C,Electronics,291.9,41-60
T397,Store_7,Product_B,Home,139.31,26-40
T891,Store_7,Product_F,Clothing,242.58,60+
T159,Store_4,Product_H,Groceries,21.13,60+
T630,Store_5,Product_E,Home,18.2,18-25
T338,Store_5,Product_D,Electronics,26.46,41-60
T958,Store_1,Product_I,Clothing,187.86,26-40
T1558,Store_9,Product_D,Electronics,46.08,41-60
T1680,Store_6,Product_A,Electronics,294.71,26-40
T1227,Store_4,Product_G,Home,33.82,18-25
T471,Store_2,Product_H,Clothing,65.8,60+
T1352,Store_6,Product_A,Home,41.26,41-60
T314,Store_7,Product_B,Electronics,254.6,60+
T1574,Store_2,Product_A,Toys,231.9,60+
T624,Store_4,Product_G,Groceries,37.76,18-25
T1505,Store_10,Product_C,Home,20.89,18-25
T933,Store_10,Product_E,Home,238.58,60+
T793,Store_9,Product_E,Electronics,156.29,26-40
T1790,Store_9,Product_H,Toys,141.67,26-40
T238,Store_4,Product_E,Electronics,97.61,60+
T195,Store_9,Product_I,Toys,201.51,60+
T1750,Store_1,Product_A,Groceries,279.37,18-25
T1941,Store_5,Product_H,Groceries,264.07,26-40
T926,Store_3,Product_G,Home,178.38,26-40
T141,Store_4,Product_D,Electronics,110.85,18-25
T1090,Store_9,Product_D,Home,73.73,60+
T823,Store_5,Product_B,Home,54.57,18-25
T1698,Store_9,Product_F,Groceries,100.14,41-60
T360,Store_4,Product_E,Clothing,218.25,26-40
T785,Store_6,Product_F,Toys,27.28,41-60
T891,Store_1,Product_D,Groceries,155.97,60+
T1212,Store_3,Product_I,Clothing,173.24,18-25
T1285,Store_5,Product_G,Groceries,63.91,60+
T609,Store_8,Product_F,Toys,217.76,60+
T741,Store_6,Product_G,Electronics,22.75,26-40
T408,Store_9,Product_G,Home,127.26,60+
T844,Store_6,Product_H,Toys,126.07,18-25
T432,Store_7,Product_I,Groceries,248.08,41-60
T187,Store_6,Product_G,Clothing,157.4,26-40
T1021,Store_2,Product_C,Groceries,275.9,41-60
T813,Store_1,Product_F,Clothing,51.09,18-25
T1709,Store_5,Product_I,Electronics,211.76,18-25
T1380,Store_4,Product_D,Groceries,226.5,26-40
T262,Store_1,Product_G,Toys,199.4,26-40
T616,Store_9,Product_A,Clothing,171.84,26-40
T151,Store_8,Product_I,Toys,159.07,26-40
T67,Store_1,Product_H,Home,97.43,18-25
T1899,Store_1,Product_D,Groceries,234.62,41-60
T906,Store_5,Product_J,Clothing,17.47,26-40
T1673,Store_1,Product_G,Clothing,45.88,26-40
T751,Store_5,Product_J,Toys,93.03,41-60
T405,Store_6,Product_D,Clothing,203.24,26-40
T822,Store_5,Product_I,Clothing,41.16,41-60
T1695,Store_5,Product_D,Home,53.93,18-25
T1927,Store_5,Product_J,Home,106.31,60+
T1313,Store_5,Product_F,Electronics,122.43,60+
T1517,Store_8,Product_E,Electronics,105.58,18-25
T1199,Store_1,Product_F,Electronics,135.6,18-25
T1436,Store_4,Product_A,Home,14.8,41-60
T1431,Store_2,Product_A,Electronics,67.12,41-60
T118,Store_5,Product_G,Toys,5.16,41-60
T518,Store_8,Product_C,Home,136.3,26-40
T1149,Store_4,Product_J,Toys,21.16,60+
T163,Store_6,Product_H,Electronics,151.95,60+
T1982,Store_9,Product_H,Toys,246.42,41-60
T1788,Store_4,Product_D,Clothing,284.75,26-40
T1638,Store_6,Product_D,Toys,238.75,41-60
T788,Store_4,Product_C,Home,214.01,26-40
T321,Store_2,Product_J,Toys,23.15,60+
T495,Store_5,Product_H,Clothing,180.09,41-60
T1441,Store_10,Product_B,Clothing,167.64,18-25
T256,Store_7,Product_B,Clothing,217.36,18-25
T389,Store_9,Product_G,Groceries,194.91,26-40
T391,Store_8,Product_D,Clothing,120.23,26-40
T292,Store_6,Product_A,Home,271.28,41-60
T557,Store_7,Product_B,Groceries,205.43,41-60
T1545,Store_10,Product_D,Home,102.36,18-25
T1952,Store_2,Product_I,Clothing,263.78,60+
T1034,Store_9,Product_G,Clothing,36.13,18-25
T933,Store_1,Product_G,Toys,273.17,26-40
T165,Store_1,Product_C,Clothing,191.74,18-25
T1724,Store_9,Product_F,Toys,210.11,41-60
T168,Store_6,Product_A,Toys,192.75,26-40
T746,Store_10,Product_A,Toys,198.01,26-40
T1909,Store_4,Product_B,Toys,175.41,60+
T1845,Store_7,Product_F,Groceries,121.54,60+
T1279,Store_8,Product_J,Electronics,130.03,60+
T1281,Store_8,Product_B,Toys,96.85,60+
T1579,Store_2,Product_J,Groceries,117.24,60+
T1968,Store_2,Product_E,Toys,48.13,26-40
T799,Store_4,Product_C,Home,145.17,41-60
T1243,Store_7,Product_F,Home,275.74,26-40
T1208,Store_8,Product_G,Clothing,39.87,41-60
T1668,Store_5,Product_F,Toys,6.13,60+
T1789,Store_4,Product_F,Electronics,112.11,60+
T1034,Store_4,Product_B,Electronics,90.93,41-60
T1750,Store_7,Product_A,Electronics,247.15,26-40
T1154,Store_10,Product_F,Clothing,75.35,41-60
T700,Store_3,Product_G,Groceries,157.67,18-25
T1342,Store_3,Product_A,Toys,200.24,26-40
T754,Store_5,Product_H,Home,29.43,18-25
T1382,Store_4,Product_C,Clothing,298.35,26-40
T883,Store_4,Product_D,Groceries,43.96,18-25
T1352,Store_4,Product_I,Groceries,296.08,41-60
T107,Store_4,Product_F,Groceries,159.42,41-60
T29,Store_8,Product_D,Groceries,103.07,26-40
T1861,Store_2,Product_F,Toys,162.37,26-40
T49,Store_6,Product_C,Clothing,126.76,60+
T1992,Store_1,Product_A,Toys,102.65,60+
T1286,Store_8,Product_C,Groceries,17.53,18-25
T743,Store_7,Product_G,Electronics,256.88,18-25
T1357,Store_8,Product_I,Groceries,94.78,41-60
T1703,Store_2,Product_J,Clothing,165.65,18-25
T58,Store_9,Product_H,Toys,230.26,26-40
T1682,Store_2,Product_E,Clothing,108.77,60+
T1807,Store_7,Product_B,Clothing,228.0,60+
T629,Store_1,Product_A,Toys,296.38,26-40
T1593,Store_4,Product_D,Groceries,288.95,60+
T471,Store_1,Product_E,Electronics,134.17,26-40
T458,Store_5,Product_A,Electronics,97.71,60+
T806,Store_9,Product_D,Toys,123.73,41-60
T47,Store_10,Product_C,Groceries,105.87,18-25
T956,Store_7,Product_E,Toys,226.37,41-60
T965,Store_6,Product_H,Home,284.57,60+
T1050,Store_10,Product_D,Toys,261.09,41-60
T195,Store_7,Product_I,Electronics,25.42,60+
T421,Store_9,Product_I,Toys,202.24,60+
T343,Store_5,Product_F,Groceries,127.76,41-60
T1489,Store_4,Product_J,Clothing,103.51,26-40
T350,Store_3,Product_C,Groceries,121.88,26-40
T71,Store_2,Product_H,Home,132.42,26-40
T493,Store_9,Product_F,Clothing,146.67,41-60
T202,Store_4,Product_J,Electronics,139.28,41-60
T1984,Store_1,Product_E,Electronics,165.18,26-40
T689,Store_4,Product_E,Electronics,66.01,60+
T1624,Store_5,Product_A,Electronics,39.79,18-25
T1287,Store_8,Product_A,Groceries,162.47,26-40
T1085,Store_3,Product_C,Clothing,215.31,41-60
T1274,Store_9,Product_E,Clothing,25.06,26-40
T1954,Store_3,Product_J,Home,36.98,60+
T570,Store_6,Product_C,Home,91.77,41-60
T590,Store_6,Product_E,Home,163.04,26-40
T402,Store_2,Product_A,Electronics,120.38,18-25
T632,Store_3,Product_H,Toys,143.04,26-40
T183,Store_5,Product_E,Home,176.17,60+
T1524,Store_2,Product_B,Toys,267.86,26-40
T270,Store_8,Product_I,Clothing,151.45,18-25
T1347,Store_2,Product_C,Toys,80.5,26-40
T272,Store_3,Product_F,Clothing,71.0,18-25
T1457,Store_8,Product_C,Groceries,211.76,18-25
T503,Store_4,Product_I,Clothing,251.68,18-25
T313,Store_10,Product_E,Toys,41.02,60+
T1833,Store_6,Product_E,Electronics,184.43,26-40
T1714,Store_1,Product_G,Toys,210.62,60+
T1619,Store_4,Product_F,Toys,213.96,60+
T1493,Store_3,Product_E,Home,86.84,18-25
T156,Store_1,Product_G,Home,5.53,18-25
T1829,Store_3,Product_G,Home,143.04,26-40
T1384,Store_7,Product_F,Clothing,109.68,26-40
T1933,Store_1,Product_H,Groceries,114.18,26-40
T593,Store_7,Product_A,Toys,207.96,26-40
T932,Store_5,Product_B,Clothing,229.79,60+
T1291,Store_2,Product_A,Home,210.95,26-40
T881,Store_10,Product_C,Home,32.02,60+
T1069,Store_2,Product_G,Home,24.51,18-25
T440,Store_4,Product_E,Home,160.72,41-60
T993,Store_2,Product_I,Clothing,230.71,41-60
T151,Store_9,Product_J,Electronics,49.86,18-25
T160,Store_1,Product_I,Clothing,267.89,60+
T517,Store_1,Product_H,Home,116.49,60+
T480,Store_3,Product_I,Toys,57.58,26-40
T871,Store_7,Product_D,Toys,16.62,18-25
T908,Store_6,Product_B,Toys,38.78,18-25
T1407,Store_9,Product_E,Groceries,282.62,18-25
T658,Store_9,Product_A,Clothing,43.66,26-40
T983,Store_4,Product_B,Home,121.03,18-25
T1031,Store_10,Product_G,Electronics,223.77,26-40
T1264,Store_5,Product_E,Toys,246.12,18-25
T1308,Store_2,Product_D,Clothing,35.52,18-25
T1177,Store_2,Product_B,Groceries,93.95,18-25
T844,Store_9,Product_F,Groceries,189.77,18-25
T622,Store_6,Product_A,Groceries,285.28,18-25
T850,Store_3,Product_I,Toys,229.1,60+
T1071,Store_4,Product_C,Electronics,54.14,60+
T1753,Store_1,Product_H,Toys,202.92,26-40
T1773,Store_4,Product_J,Home,89.03,18-25
T1763,Store_8,Product_H,Clothing,277.23,60+
T1119,Store_9,Product_I,Clothing,253.69,18-25
T1658,Store_2,Product_H,Home,253.32,26-40
T174,Store_10,Product_D,Groceries,291.05,26-40
T223,Store_9,Product_F,Home,44.61,41-60
T265,Store_4,Product_A,Electronics,275.83,60+
T1919,Store_5,Product_I,Groceries,92.43,26-40
T1027,Store_5,Product_C,Toys,19.41,60+
T766,Store_1,Product_G,Clothing,97.34,60+
T533,Store_10,Product_G,Clothing,112.03,18-25
T314,Store_9,Product_H,Home,199.75,60+
T1729,Store_5,Product_D,Electronics,157.32,41-60
T248,Store_2,Product_F,Home,91.98,60+
T224,Store_1,Product_F,Toys,59.01,18-25
T1509,Store_2,Product_A,Clothing,215.56,18-25
T62,Store_9,Product_F,Clothing,234.48,41-60
T38,Store_2,Product_C,Clothing,180.82,60+
T384,Store_3,Product_H,Groceries,101.5,41-60
T1419,Store_6,Product_G,Home,232.19,60+
T891,Store_2,Product_H,Home,148.09,41-60
T124,Store_9,Product_J,Electronics,12.09,18-25
T921,Store_5,Product_G,Home,216.36,18-25
T1128,Store_5,Product_E,Groceries,12.11,60+
T1694,Store_3,Product_B,Groceries,247.35,41-60
T147,Store_3,Product_H,Groceries,184.77,18-25
T636,Store_6,Product_I,Toys,251.74,26-40
T1991,Store_9,Product_A,Home,289.36,26-40
T1482,Store_1,Product_D,Groceries,188.04,60+
T422,Store_4,Product_I,Clothing,71.74,60+
T928,Store_1,Product_G,Clothing,219.6,60+
T593,Store_2,Product_I,Electronics,267.04,26-40
T510,Store_4,Product_F,Home,170.5,41-60
T1821,Store_10,Product_A,Toys,219.52,60+
T97,Store_7,Product_G,Groceries,279.55,26-40
T1900,Store_5,Product_B,Electronics,65.08,60+
T183,Store_3,Product_I,Clothing,213.23,60+
T1196,Store_6,Product_B,Electronics,191.3,26-40
T952,Store_7,Product_H,Toys,154.66,60+
T1660,Store_1,Product_C,Toys,165.33,26-40
T1926,Store_7,Product_G,Groceries,266.03,41-60
T1097,Store_6,Product_A,Clothing,129.33,18-25
T1599,Store_3,Product_G,Electronics,8.13,41-60
T1733,Store_2,Product_B,Toys,43.57,60+
T538,Store_1,Product_D,Groceries,278.92,41-60
T1630,Store_1,Product_C,Toys,237.49,60+
T1873,Store_2,Product_G,Home,284.83,18-25
T1601,Store_4,Product_C,Clothing,277.02,18-25
T1457,Store_9,Product_H,Clothing,204.69,60+
T1320,Store_7,Product_J,Electronics,166.38,41-60
T701,Store_6,Product_I,Toys,73.14,26-40
T946,Store_8,Product_G,Electronics,205.7,26-40
T350,Store_7,Product_C,Toys,51.35,60+
T309,Store_6,Product_H,Electronics,137.99,60+
T106,Store_7,Product_F,Home,60.92,41-60
T972,Store_4,Product_B,Home,262.58,26-40
T1614,Store_10,Product_D,Groceries,160.16,60+
T1296,Store_2,Product_D,Home,271.96,18-25
T817,Store_9,Product_F,Electronics,116.87,18-25
T982,Store_10,Product_F,Toys,134.49,18-25
T1319,Store_2,Product_B,Home,192.92,41-60
T843,Store_2,Product_H,Toys,123.61,26-40
T55,Store_10,Product_H,Clothing,123.5,18-25
T709,Store_9,Product_A,Groceries,238.74,41-60
T289,Store_5,Product_J,Electronics,250.27,60+
T713,Store_9,Product_J,Toys,141.54,26-40
T837,Store_9,Product_G,Toys,90.38,26-40
T507,Store_6,Product_E,Home,267.72,41-60
T1439,Store_10,Product_A,Home,255.44,26-40
T975,Store_7,Product_E,Clothing,150.07,26-40
T404,Store_3,Product_H,Toys,143.18,60+
T1148,Store_8,Product_A,Electronics,17.06,60+
T941,Store_2,Product_E,Toys,217.7,18-25
T46,Store_9,Product_J,Home,103.14,18-25
T872,Store_8,Product_H,Electronics,234.19,60+
T940,Store_10,Product_F,Groceries,184.39,41-60
T1939,Store_4,Product_A,Toys,228.19,18-25
T1264,Store_9,Product_D,Toys,272.35,41-60
T443,Store_1,Product_H,Groceries,72.7,41-60
T263,Store_7,Product_F,Electronics,135.0,41-60
T1490,Store_7,Product_D,Clothing,46.83,60+
T1224,Store_10,Product_G,Groceries,162.0,26-40
T1467,Store_9,Product_C,Groceries,194.06,26-40
T1500,Store_2,Product_H,Clothing,66.9,60+
T1712,Store_1,Product_J,Home,155.46,18-25
T1519,Store_3,Product_A,Groceries,216.6,41-60
T1520,Store_9,Product_A,Clothing,17.03,41-60
T1938,Store_1,Product_C,Toys,153.96,18-25
T221,Store_5,Product_C,Electronics,26.49,60+
T500,Store_2,Product_A,Clothing,161.16,26-40
T1860,Store_7,Product_C,Home,29.68,26-40
T551,Store_3,Product_C,Toys,93.04,60+
T848,Store_2,Product_D,Electronics,54.68,60+
T1641,Store_6,Product_B,Home,133.77,41-60
T1031,Store_2,Product_J,Home,260.86,26-40
T1883,Store_7,Product_B,Groceries,47.7,41-60
T1037,Store_6,Product_H,Toys,258.44,41-60
T1603,Store_7,Product_H,Groceries,242.66,41-60
T767,Store_6,Product_F,Electronics,95.32,18-25
T1429,Store_1,Product_J,Clothing,131.9,26-40
T748,Store_5,Product_A,Home,158.1,41-60
T943,Store_10,Product_I,Groceries,96.93,26-40
T1330,Store_6,Product_F,Groceries,267.05,26-40
T1948,Store_10,Product_D,Home,62.32,26-40
T1231,Store_4,Product_I,Clothing,12.59,60+
T743,Store_8,Product_G,Home,167.56,26-40
T903,Store_2,Product_B,Electronics,242.88,18-25
T553,Store_2,Product_F,Electronics,47.87,26-40
T32,Store_1,Product_C,Home,39.89,41-60
T1530,Store_4,Product_D,Electronics,32.4,60+
T1441,Store_1,Product_G,Electronics,14.7,18-25
T735,Store_10,Product_D,Groceries,169.39,26-40
T1062,Store_1,Product_F,Clothing,162.7,60+
T1252,Store_7,Product_I,Home,98.65,18-25
T1910,Store_2,Product_G,Clothing,177.08,41-60
T411,Store_8,Product_A,Toys,179.28,60+
T791,Store_8,Product_B,Electronics,44.13,41-60
T1097,Store_9,Product_I,Clothing,14.43,41-60
T1189,Store_1,Product_C,Electronics,283.4,41-60
T1364,Store_6,Product_D,Clothing,146.2,60+
T216,Store_5,Product_J,Toys,291.62,18-25
T838,Store_10,Product_C,Toys,18.16,60+
T1172,Store_1,Product_B,Groceries,189.07,60+
T406,Store_7,Product_F,Home,151.31,60+
T1036,Store_3,Product_C,Toys,243.39,60+
T1817,Store_9,Product_J,Groceries,98.55,60+
T1951,Store_6,Product_C,Home,7.32,41-60
T658,Store_3,Product_I,Groceries,116.79,60+
T1196,Store_7,Product_G,Groceries,235.78,60+
T1331,Store_9,Product_F,Electronics,127.09,60+
T457,Store_6,Product_I,Clothing,32.54,41-60
T1873,Store_4,Product_F,Clothing,17.73,26-40
T1261,Store_3,Product_J,Groceries,214.94,18-25
T1673,Store_2,Product_B,Toys,282.84,18-25
T1853,Store_6,Product_C,Groceries,120.54,60+
T1185,Store_3,Product_G,Electronics,205.79,41-60
T424,Store_2,Product_E,Electronics,244.02,41-60
T1572,Store_9,Product_J,Clothing,120.77,26-40
T753,Store_3,Product_F,Clothing,93.18,41-60
T1393,Store_4,Product_F,Home,250.4,41-60
T643,Store_4,Product_F,Toys,208.85,18-25
T1876,Store_9,Product_C,Toys,165.08,26-40
T180,Store_5,Product_C,Groceries,185.82,18-25
T1820,Store_3,Product_G,Electronics,174.4,18-25
T1264,Store_4,Product_G,Home,160.48,41-60
T135,Store_4,Product_H,Clothing,109.66,26-40
T753,Store_2,Product_C,Groceries,171.8,26-40
T1063,Store_8,Product_B,Toys,77.03,18-25
T1677,Store_5,Product_I,Electronics,197.87,41-60
T344,Store_6,Product_J,Groceries,6.86,60+
T1527,Store_3,Product_B,Groceries,264.05,26-40
T1530,Store_8,Product_G,Toys,57.67,41-60
T1921,Store_2,Product_A,Groceries,168.84,18-25
T1696,Store_9,Product_C,Toys,21.02,18-25
T273,Store_9,Product_D,Electronics,11.4,41-60
T267,Store_5,Product_C,Electronics,260.34,41-60
T1460,Store_5,Product_A,Home,178.92,26-40
T115,Store_5,Product_I,Home,109.53,60+
T662,Store_9,Product_J,Home,137.8,18-25
T1035,Store_2,Product_A,Groceries,144.4,41-60
T1256,Store_3,Product_B,Home,74.94,26-40
T1678,Store_2,Product_B,Groceries,184.51,18-25
T1919,Store_8,Product_J,Toys,18.67,26-40
T476,Store_9,Product_I,Electronics,280.99,60+
T936,Store_8,Product_C,Electronics,48.19,41-60
T1903,Store_9,Product_H,Clothing,219.63,18-25
T310,Store_10,Product_E,Toys,54.15,60+
T506,Store_8,Product_F,Groceries,73.47,26-40
T1854,Store_5,Product_C,Toys,195.35,41-60
T422,Store_1,Product_D,Electronics,105.44,41-60
T260,Store_10,Product_D,Home,28.03,41-60
T24,Store_4,Product_D,Groceries,232.45,60+
T1571,Store_1,Product_D,Electronics,250.36,18-25
T1364,Store_1,Product_F,Home,225.22,18-25
T251,Store_10,Product_B,Home,171.8,41-60
T1919,Store_8,Product_B,Groceries,211.11,18-25
T1454,Store_5,Product_D,Electronics,192.63,18-25
T77,Store_2,Product_C,Electronics,99.85,41-60
T183,Store_3,Product_H,Groceries,116.0,41-60
T935,Store_4,Product_J,Groceries,283.96,60+
T1016,Store_1,Product_D,Clothing,86.53,60+
T1742,Store_7,Product_G,Electronics,58.05,41-60
T4,Store_10,Product_D,Toys,287.83,41-60
T1629,Store_5,Product_F,Groceries,61.91,41-60
T32,Store_8,Product_A,Toys,88.98,18-25
T32,Store_10,Product_E,Groceries,34.82,26-40
T1253,Store_2,Product_J,Toys,67.59,26-40
T543,Store_4,Product_A,Toys,45.76,60+
T38,Store_6,Product_E,Clothing,216.94,41-60
T786,Store_6,Product_H,Groceries,121.78,41-60
T906,Store_10,Product_C,Toys,85.74,18-25
T454,Store_9,Product_J,Groceries,296.8,26-40
T475,Store_8,Product_D,Clothing,188.94,41-60
T887,Store_1,Product_J,Toys,147.87,41-60
T757,Store_8,Product_D,Groceries,193.18,60+
T13,Store_5,Product_C,Clothing,278.38,60+
T1614,Store_3,Product_A,Toys,281.71,60+
T1243,Store_5,Product_B,Toys,52.43,26-40
T233,Store_4,Product_G,Clothing,37.44,41-60
T994,Store_10,Product_C,Clothing,175.18,26-40
T1318,Store_6,Product_A,Groceries,120.05,41-60
T652,Store_8,Product_G,Electronics,96.69,60+
T1346,Store_4,Product_A,Electronics,51.74,18-25
T888,Store_4,Product_E,Clothing,276.43,18-25
T1337,Store_1,Product_B,Clothing,251.99,18-25
T1875,Store_7,Product_C,Toys,77.89,18-25
T598,Store_7,Product_A,Electronics,195.36,60+
T1137,Store_9,Product_G,Home,285.09,26-40
T1422,Store_8,Product_G,Groceries,133.73,60+
T410,Store_8,Product_D,Electronics,216.4,60+
T1490,Store_9,Product_D,Toys,54.92,18-25
T240,Store_7,Product_H,Toys,274.14,60+
T1289,Store_5,Product_F,Clothing,299.08,18-25
T1262,Store_3,Product_H,Toys,107.15,41-60
T967,Store_5,Product_I,Home,33.11,60+
T1758,Store_2,Product_J,Clothing,211.81,60+
T1588,Store_9,Product_D,Groceries,176.37,18-25
T386,Store_9,Product_H,Home,83.89,18-25
T379,Store_8,Product_I,Clothing,72.61,18-25
T1719,Store_4,Product_H,Groceries,118.35,26-40
T469,Store_9,Product_H,Toys,48.52,26-40
T803,Store_6,Product_A,Home,143.26,18-25
T1171,Store_5,Product_G,Home,9.94,60+
T660,Store_6,Product_H,Home,171.33,41-60
T1925,Store_2,Product_J,Home,125.97,18-25
T1951,Store_2,Product_J,Clothing,100.45,60+
T1725,Store_1,Product_C,Toys,229.68,41-60
T156,Store_2,Product_E,Toys,271.32,26-40
T231,Store_4,Product_I,Toys,256.5,60+
T73,Store_10,Product_H,Home,31.8,26-40
T1486,Store_3,Product_B,Toys,64.17,60+
T252,Store_10,Product_A,Toys,29.01,18-25
T1949,Store_2,Product_I,Electronics,223.98,60+
T1426,Store_4,Product_F,Electronics,56.27,60+
T1798,Store_8,Product_G,Clothing,46.16,18-25
T978,Store_6,Product_I,Home,218.33,26-40
T941,Store_5,Product_H,Electronics,26.31,60+
T1600,Store_3,Product_B,Electronics,51.71,26-40
T1355,Store_1,Product_I,Home,5.31,18-25
T91,Store_9,Product_B,Clothing,297.41,18-25
